# ell C_ell
1.354800e+04 3.340889e+00
1.354900e+04 3.341088e+00
1.355000e+04 3.341286e+00
1.355100e+04 3.341485e+00
1.355200e+04 3.341684e+00
1.355300e+04 3.341883e+00
1.355400e+04 3.342082e+00
1.355500e+04 3.342281e+00
1.355600e+04 3.342480e+00
1.355700e+04 3.342679e+00
1.355800e+04 3.342878e+00
1.355900e+04 3.343076e+00
1.356000e+04 3.343275e+00
1.356100e+04 3.343474e+00
1.356200e+04 3.343673e+00
1.356300e+04 3.343872e+00
1.356400e+04 3.344071e+00
1.356500e+04 3.344270e+00
1.356600e+04 3.344469e+00
1.356700e+04 3.344667e+00
1.356800e+04 3.344866e+00
1.356900e+04 3.345065e+00
1.357000e+04 3.345264e+00
1.357100e+04 3.345463e+00
1.357200e+04 3.345662e+00
1.357300e+04 3.345861e+00
1.357400e+04 3.346060e+00
1.357500e+04 3.346259e+00
1.357600e+04 3.346457e+00
1.357700e+04 3.346656e+00
1.357800e+04 3.346855e+00
1.357900e+04 3.347054e+00
1.358000e+04 3.347253e+00
1.358100e+04 3.347452e+00
1.358200e+04 3.347651e+00
1.358300e+04 3.347850e+00
1.358400e+04 3.348049e+00
1.358500e+04 3.348247e+00
1.358600e+04 3.348446e+00
1.358700e+04 3.348645e+00
1.358800e+04 3.348844e+00
1.358900e+04 3.349043e+00
1.359000e+04 3.349242e+00
1.359100e+04 3.349441e+00
1.359200e+04 3.349640e+00
1.359300e+04 3.349839e+00
1.359400e+04 3.350037e+00
1.359500e+04 3.350236e+00
1.359600e+04 3.350435e+00
1.359700e+04 3.350634e+00
1.359800e+04 3.350833e+00
1.359900e+04 3.351032e+00
1.360000e+04 3.351231e+00
1.360100e+04 3.351430e+00
1.360200e+04 3.351629e+00
1.360300e+04 3.351827e+00
1.360400e+04 3.352026e+00
1.360500e+04 3.352225e+00
1.360600e+04 3.352424e+00
1.360700e+04 3.352623e+00
1.360800e+04 3.352822e+00
1.360900e+04 3.353021e+00
1.361000e+04 3.353220e+00
1.361100e+04 3.353419e+00
1.361200e+04 3.353617e+00
1.361300e+04 3.353816e+00
1.361400e+04 3.354015e+00
1.361500e+04 3.354214e+00
1.361600e+04 3.354413e+00
1.361700e+04 3.354612e+00
1.361800e+04 3.354811e+00
1.361900e+04 3.355010e+00
1.362000e+04 3.355209e+00
1.362100e+04 3.355407e+00
1.362200e+04 3.355606e+00
1.362300e+04 3.355805e+00
1.362400e+04 3.356004e+00
