# ell C_ell
1.035600e+04 3.505300e+00
1.035700e+04 3.505010e+00
1.035800e+04 3.504720e+00
1.035900e+04 3.504430e+00
1.036000e+04 3.504140e+00
1.036100e+04 3.503850e+00
1.036200e+04 3.503560e+00
1.036300e+04 3.503270e+00
1.036400e+04 3.502980e+00
1.036500e+04 3.502690e+00
1.036600e+04 3.502400e+00
1.036700e+04 3.502110e+00
1.036800e+04 3.501820e+00
1.036900e+04 3.501530e+00
1.037000e+04 3.501240e+00
1.037100e+04 3.500950e+00
1.037200e+04 3.500660e+00
1.037300e+04 3.500370e+00
1.037400e+04 3.500080e+00
1.037500e+04 3.499790e+00
1.037600e+04 3.499500e+00
1.037700e+04 3.499210e+00
1.037800e+04 3.498920e+00
1.037900e+04 3.498630e+00
1.038000e+04 3.498340e+00
1.038100e+04 3.498050e+00
1.038200e+04 3.497760e+00
1.038300e+04 3.497470e+00
1.038400e+04 3.497180e+00
1.038500e+04 3.496890e+00
1.038600e+04 3.496600e+00
1.038700e+04 3.496310e+00
1.038800e+04 3.496020e+00
1.038900e+04 3.495730e+00
1.039000e+04 3.495440e+00
1.039100e+04 3.495150e+00
1.039200e+04 3.494860e+00
1.039300e+04 3.494570e+00
1.039400e+04 3.494280e+00
1.039500e+04 3.493990e+00
1.039600e+04 3.493700e+00
1.039700e+04 3.493410e+00
1.039800e+04 3.493120e+00
1.039900e+04 3.492830e+00
1.040000e+04 3.492540e+00
1.040100e+04 3.492250e+00
1.040200e+04 3.491960e+00
1.040300e+04 3.491670e+00
1.040400e+04 3.491380e+00
1.040500e+04 3.491090e+00
1.040600e+04 3.490800e+00
1.040700e+04 3.490510e+00
1.040800e+04 3.490220e+00
1.040900e+04 3.489930e+00
1.041000e+04 3.489640e+00
1.041100e+04 3.489350e+00
1.041200e+04 3.489060e+00
1.041300e+04 3.488770e+00
1.041400e+04 3.488480e+00
1.041500e+04 3.488190e+00
1.041600e+04 3.487900e+00
1.041700e+04 3.487610e+00
1.041800e+04 3.487320e+00
1.041900e+04 3.487030e+00
1.042000e+04 3.486740e+00
1.042100e+04 3.486450e+00
1.042200e+04 3.486160e+00
1.042300e+04 3.485870e+00
1.042400e+04 3.485580e+00
1.042500e+04 3.485290e+00
1.042600e+04 3.485000e+00
1.042700e+04 3.484710e+00
1.042800e+04 3.484420e+00
1.042900e+04 3.484130e+00
1.043000e+04 3.483840e+00
1.043100e+04 3.483550e+00
1.043200e+04 3.483260e+00
1.043300e+04 3.482970e+00
1.043400e+04 3.482680e+00
1.043500e+04 3.482390e+00
1.043600e+04 3.482100e+00
1.043700e+04 3.481810e+00
1.043800e+04 3.481520e+00
1.043900e+04 3.481230e+00
1.044000e+04 3.480940e+00
1.044100e+04 3.480650e+00
1.044200e+04 3.480360e+00
1.044300e+04 3.480070e+00
1.044400e+04 3.479780e+00
1.044500e+04 3.479490e+00
1.044600e+04 3.479200e+00
1.044700e+04 3.478910e+00
1.044800e+04 3.478620e+00
1.044900e+04 3.478330e+00
1.045000e+04 3.478040e+00
1.045100e+04 3.477750e+00
1.045200e+04 3.477460e+00
1.045300e+04 3.477170e+00
1.045400e+04 3.476880e+00
1.045500e+04 3.476590e+00
1.045600e+04 3.476300e+00
1.045700e+04 3.476010e+00
1.045800e+04 3.475720e+00
1.045900e+04 3.475430e+00
1.046000e+04 3.475140e+00
1.046100e+04 3.474850e+00
1.046200e+04 3.474560e+00
1.046300e+04 3.474270e+00
1.046400e+04 3.473980e+00
1.046500e+04 3.473690e+00
1.046600e+04 3.473400e+00
1.046700e+04 3.473110e+00
1.046800e+04 3.472820e+00
1.046900e+04 3.472530e+00
1.047000e+04 3.472240e+00
1.047100e+04 3.471950e+00
1.047200e+04 3.471660e+00
1.047300e+04 3.471370e+00
1.047400e+04 3.471080e+00
1.047500e+04 3.470790e+00
1.047600e+04 3.470500e+00
1.047700e+04 3.470210e+00
1.047800e+04 3.469920e+00
1.047900e+04 3.469630e+00
1.048000e+04 3.469340e+00
1.048100e+04 3.469050e+00
1.048200e+04 3.468760e+00
1.048300e+04 3.468470e+00
1.048400e+04 3.468180e+00
1.048500e+04 3.467890e+00
1.048600e+04 3.467600e+00
1.048700e+04 3.467310e+00
1.048800e+04 3.467020e+00
1.048900e+04 3.466730e+00
1.049000e+04 3.466440e+00
1.049100e+04 3.466150e+00
1.049200e+04 3.465860e+00
1.049300e+04 3.465570e+00
1.049400e+04 3.465280e+00
1.049500e+04 3.464990e+00
1.049600e+04 3.464700e+00
1.049700e+04 3.464410e+00
1.049800e+04 3.464120e+00
1.049900e+04 3.463830e+00
1.050000e+04 3.463540e+00
1.050100e+04 3.463250e+00
1.050200e+04 3.462960e+00
1.050300e+04 3.462670e+00
1.050400e+04 3.462380e+00
1.050500e+04 3.462090e+00
1.050600e+04 3.461800e+00
1.050700e+04 3.461510e+00
1.050800e+04 3.461220e+00
1.050900e+04 3.460930e+00
1.051000e+04 3.460640e+00
1.051100e+04 3.460350e+00
1.051200e+04 3.460060e+00
1.051300e+04 3.459770e+00
1.051400e+04 3.459480e+00
1.051500e+04 3.459190e+00
1.051600e+04 3.458900e+00
1.051700e+04 3.458610e+00
1.051800e+04 3.458320e+00
1.051900e+04 3.458030e+00
1.052000e+04 3.457740e+00
1.052100e+04 3.457450e+00
1.052200e+04 3.457160e+00
1.052300e+04 3.456870e+00
1.052400e+04 3.456580e+00
1.052500e+04 3.456290e+00
1.052600e+04 3.456000e+00
1.052700e+04 3.455710e+00
1.052800e+04 3.455420e+00
1.052900e+04 3.455130e+00
1.053000e+04 3.454840e+00
1.053100e+04 3.454550e+00
1.053200e+04 3.454260e+00
1.053300e+04 3.453970e+00
1.053400e+04 3.453680e+00
1.053500e+04 3.453390e+00
1.053600e+04 3.453100e+00
1.053700e+04 3.452810e+00
1.053800e+04 3.452520e+00
1.053900e+04 3.452230e+00
1.054000e+04 3.451940e+00
1.054100e+04 3.451650e+00
1.054200e+04 3.451360e+00
1.054300e+04 3.451070e+00
1.054400e+04 3.450780e+00
1.054500e+04 3.450490e+00
1.054600e+04 3.450200e+00
1.054700e+04 3.449910e+00
1.054800e+04 3.449620e+00
1.054900e+04 3.449330e+00
1.055000e+04 3.449040e+00
1.055100e+04 3.448750e+00
1.055200e+04 3.448460e+00
1.055300e+04 3.448170e+00
1.055400e+04 3.447880e+00
1.055500e+04 3.447590e+00
1.055600e+04 3.447300e+00
1.055700e+04 3.447010e+00
1.055800e+04 3.446720e+00
1.055900e+04 3.446430e+00
1.056000e+04 3.446140e+00
1.056100e+04 3.445850e+00
1.056200e+04 3.445560e+00
1.056300e+04 3.445270e+00
1.056400e+04 3.444980e+00
1.056500e+04 3.444690e+00
1.056600e+04 3.444400e+00
1.056700e+04 3.444110e+00
1.056800e+04 3.443820e+00
1.056900e+04 3.443530e+00
1.057000e+04 3.443240e+00
1.057100e+04 3.442950e+00
1.057200e+04 3.442660e+00
1.057300e+04 3.442370e+00
1.057400e+04 3.442080e+00
1.057500e+04 3.441790e+00
1.057600e+04 3.441500e+00
1.057700e+04 3.441210e+00
1.057800e+04 3.440920e+00
1.057900e+04 3.440630e+00
1.058000e+04 3.440340e+00
1.058100e+04 3.440050e+00
1.058200e+04 3.439760e+00
1.058300e+04 3.439470e+00
1.058400e+04 3.439180e+00
1.058500e+04 3.438890e+00
1.058600e+04 3.438600e+00
1.058700e+04 3.438310e+00
1.058800e+04 3.438020e+00
1.058900e+04 3.437730e+00
1.059000e+04 3.437440e+00
1.059100e+04 3.437150e+00
1.059200e+04 3.436860e+00
1.059300e+04 3.436570e+00
1.059400e+04 3.436280e+00
1.059500e+04 3.435990e+00
1.059600e+04 3.435700e+00
1.059700e+04 3.435410e+00
1.059800e+04 3.435120e+00
1.059900e+04 3.434830e+00
1.060000e+04 3.434540e+00
1.060100e+04 3.434250e+00
1.060200e+04 3.433960e+00
1.060300e+04 3.433670e+00
1.060400e+04 3.433380e+00
1.060500e+04 3.433090e+00
1.060600e+04 3.432800e+00
1.060700e+04 3.432510e+00
1.060800e+04 3.432220e+00
1.060900e+04 3.431930e+00
1.061000e+04 3.431640e+00
1.061100e+04 3.431350e+00
1.061200e+04 3.431060e+00
1.061300e+04 3.430770e+00
1.061400e+04 3.430480e+00
1.061500e+04 3.430190e+00
1.061600e+04 3.429900e+00
1.061700e+04 3.429610e+00
1.061800e+04 3.429320e+00
1.061900e+04 3.429030e+00
1.062000e+04 3.428740e+00
1.062100e+04 3.428450e+00
1.062200e+04 3.428160e+00
1.062300e+04 3.427870e+00
1.062400e+04 3.427580e+00
1.062500e+04 3.427290e+00
1.062600e+04 3.427000e+00
1.062700e+04 3.426710e+00
1.062800e+04 3.426420e+00
1.062900e+04 3.426130e+00
1.063000e+04 3.425840e+00
1.063100e+04 3.425550e+00
1.063200e+04 3.425260e+00
1.063300e+04 3.424970e+00
1.063400e+04 3.424680e+00
1.063500e+04 3.424390e+00
1.063600e+04 3.424100e+00
1.063700e+04 3.423810e+00
1.063800e+04 3.423520e+00
1.063900e+04 3.423230e+00
1.064000e+04 3.422940e+00
1.064100e+04 3.422650e+00
1.064200e+04 3.422360e+00
1.064300e+04 3.422070e+00
1.064400e+04 3.421780e+00
1.064500e+04 3.421490e+00
1.064600e+04 3.421200e+00
1.064700e+04 3.420910e+00
1.064800e+04 3.420620e+00
1.064900e+04 3.420330e+00
1.065000e+04 3.420040e+00
1.065100e+04 3.419750e+00
1.065200e+04 3.419460e+00
1.065300e+04 3.419170e+00
1.065400e+04 3.418880e+00
1.065500e+04 3.418590e+00
1.065600e+04 3.418300e+00
1.065700e+04 3.418010e+00
1.065800e+04 3.417720e+00
1.065900e+04 3.417430e+00
1.066000e+04 3.417140e+00
1.066100e+04 3.416850e+00
1.066200e+04 3.416560e+00
1.066300e+04 3.416270e+00
1.066400e+04 3.415980e+00
1.066500e+04 3.415690e+00
1.066600e+04 3.415400e+00
1.066700e+04 3.415110e+00
1.066800e+04 3.414820e+00
1.066900e+04 3.414530e+00
1.067000e+04 3.414240e+00
1.067100e+04 3.413950e+00
1.067200e+04 3.413660e+00
1.067300e+04 3.413370e+00
1.067400e+04 3.413080e+00
1.067500e+04 3.412790e+00
1.067600e+04 3.412500e+00
1.067700e+04 3.412210e+00
1.067800e+04 3.411920e+00
1.067900e+04 3.411630e+00
1.068000e+04 3.411340e+00
1.068100e+04 3.411050e+00
1.068200e+04 3.410760e+00
1.068300e+04 3.410470e+00
1.068400e+04 3.410180e+00
1.068500e+04 3.409890e+00
1.068600e+04 3.409600e+00
1.068700e+04 3.409310e+00
1.068800e+04 3.409020e+00
1.068900e+04 3.408730e+00
1.069000e+04 3.408440e+00
1.069100e+04 3.408150e+00
1.069200e+04 3.407860e+00
1.069300e+04 3.407570e+00
1.069400e+04 3.407280e+00
1.069500e+04 3.406990e+00
1.069600e+04 3.406700e+00
1.069700e+04 3.406410e+00
1.069800e+04 3.406120e+00
1.069900e+04 3.405830e+00
1.070000e+04 3.405540e+00
1.070100e+04 3.405250e+00
1.070200e+04 3.404960e+00
1.070300e+04 3.404670e+00
1.070400e+04 3.404380e+00
1.070500e+04 3.404090e+00
1.070600e+04 3.403800e+00
1.070700e+04 3.403510e+00
1.070800e+04 3.403220e+00
1.070900e+04 3.402930e+00
1.071000e+04 3.402640e+00
1.071100e+04 3.402350e+00
1.071200e+04 3.402060e+00
1.071300e+04 3.401770e+00
1.071400e+04 3.401480e+00
1.071500e+04 3.401190e+00
1.071600e+04 3.400900e+00
1.071700e+04 3.400610e+00
1.071800e+04 3.400320e+00
1.071900e+04 3.400030e+00
1.072000e+04 3.399740e+00
1.072100e+04 3.399450e+00
1.072200e+04 3.399160e+00
1.072300e+04 3.398870e+00
1.072400e+04 3.398580e+00
1.072500e+04 3.398290e+00
1.072600e+04 3.398000e+00
1.072700e+04 3.397710e+00
1.072800e+04 3.397420e+00
1.072900e+04 3.397130e+00
1.073000e+04 3.396840e+00
1.073100e+04 3.396550e+00
1.073200e+04 3.396260e+00
1.073300e+04 3.395970e+00
1.073400e+04 3.395680e+00
1.073500e+04 3.395390e+00
1.073600e+04 3.395100e+00
1.073700e+04 3.394810e+00
1.073800e+04 3.394520e+00
1.073900e+04 3.394230e+00
1.074000e+04 3.393940e+00
1.074100e+04 3.393650e+00
1.074200e+04 3.393360e+00
1.074300e+04 3.393070e+00
1.074400e+04 3.392780e+00
1.074500e+04 3.392490e+00
1.074600e+04 3.392200e+00
1.074700e+04 3.391910e+00
1.074800e+04 3.391620e+00
1.074900e+04 3.391330e+00
1.075000e+04 3.391040e+00
1.075100e+04 3.390750e+00
1.075200e+04 3.390460e+00
1.075300e+04 3.390170e+00
1.075400e+04 3.389880e+00
1.075500e+04 3.389590e+00
